,names,labels
1245,../Dataset_new/Cracks/VA0284201706271293.jpg641194202912.png,Cracks
1929,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.8_1.0_0.67_3217740v1.jpeg153059779169.png,Corrosionstain
2127,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217930v0.jpeg10616283196.png,Corrosionstain
2033,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217675v2.jpeg1100109316594.png,Corrosionstain
2735,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217559v0.jpeg705264175238.png,Exposedbars
779,../Dataset_new/Cracks/VA0384201611302797.jpg0786574564.png,Cracks
2971,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217442v0.jpeg27171184351.png,Exposedbars
2345,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_3.0_7.2_3217461v1.jpeg860516705.png,Exposedbars
1624,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217700v0.jpeg742844102267.png,Corrosionstain
467,../Dataset_new/Cracks/VA1203201706232228.jpg360414796378.png,Cracks
2997,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217645v0.jpeg1413441290814.png,Exposedbars
2461,../Dataset_new/Exposedbars/VA_3.0_1.0_1.0_3.0_9.0_3217722v0.jpeg183737289261.png,Exposedbars
1406,../Dataset_new/Corrosionstain/MS0267201710161349.jpg185877228243.png,Corrosionstain
2832,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217822v1.jpeg992795364158.png,Exposedbars
2179,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.63_3217941v1.jpeg475393170138.png,Corrosionstain
956,../Dataset_new/Cracks/VA1088201610062462.jpg716187280997.png,Cracks
396,../Dataset_new/Cracks/VA0383201611302428.jpg828696943338.png,Cracks
3438,../Dataset_new/Spalling/VA_3.0_0.6_0.8_1.0_1.44_3217503v0.jpeg37407807261062.png,Spalling
3109,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217694v0.jpeg580155721314.png,Exposedbars
1214,../Dataset_new/Cracks/VA0175201612041305.jpg457594242132.png,Cracks
1456,../Dataset_new/Corrosionstain/VA0235201710121441.jpg1003533149127.png,Corrosionstain
945,../Dataset_new/Cracks/VA1083201612102572.jpg797252991775.png,Cracks
1317,../Dataset_new/Cracks/VA_3.0_0.6_0.8_1.0_1.44_3217643v0.jpeg1400467262230.png,Cracks
673,../Dataset_new/Cracks/VA0171201612063066.jpg8680173686.png,Cracks
2024,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217671v0.jpeg5601024327305.png,Corrosionstain
2558,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217745v0.jpeg882317235566.png,Exposedbars
881,../Dataset_new/Cracks/VA0619201707183211.jpg786222851079.png,Cracks
151,../Dataset_new/Cracks/VA_2.0_0.6_0.5_1.0_0.42_21830319v0.jpeg556810644320.png,Cracks
232,../Dataset_new/Cracks/VA017420161204949.jpg32582554426.png,Cracks
3154,../Dataset_new/Exposedbars/VA_3.0_0.8_0.8_1.0_1.92_3217457v0.jpeg345118236446.png,Exposedbars
3204,../Dataset_new/Exposedbars/VA_3.0_1.0_0.5_3.0_4.5_3217547v0.jpeg221292365205.png,Exposedbars
2575,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217838v0.jpeg67260384237.png,Exposedbars
1332,../Dataset_new/Corrosionstain/VA_2.0_0.4_0.5_1.0_0.4_84140335v0.jpeg3981100204224.png,Corrosionstain
2959,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.01_3217844v1.jpeg4484481202632.png,Exposedbars
110,../Dataset_new/Cracks/VA_3.0_0.4_0.5_1.0_0.6_21442461v0.jpeg03891624361.png,Cracks
1759,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217936v1.jpeg703413194118.png,Corrosionstain
715,../Dataset_new/Cracks/VA0233201710123095.jpg110527123488.png,Cracks
48,../Dataset_new/Cracks/VA_2.0_0.4_1.0_1.0_0.8_84140351v1.jpeg09521263361.png,Cracks
1413,../Dataset_new/Corrosionstain/VA0048201709061324.jpg110423419481.png,Corrosionstain
1017,../Dataset_new/Cracks/VA1090201610072762.jpg7310426664.png,Cracks
1767,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217937v0.jpeg8484079170.png,Corrosionstain
3331,../Dataset_new/Spalling/VA_3.0_0.4_0.5_1.0_0.6_3217868v2.jpeg810808885248.png,Spalling
2806,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217772v0.jpeg587780690308.png,Exposedbars
1177,../Dataset_new/Cracks/VA0005201707181485.jpg1207461593217.png,Cracks
2605,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217893v1.jpeg4064651200346.png,Exposedbars
3326,../Dataset_new/Spalling/VA_3.0_0.4_0.5_1.0_0.6_3217801v0.jpeg340738929271.png,Spalling
2165,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3218005v2.jpeg722685416111.png,Corrosionstain
1203,../Dataset_new/Cracks/VA0172201610121385.jpg35688244594.png,Cracks
39,../Dataset_new/Cracks/VA_2.0_0.4_0.5_1.0_0.4_84140386v1.jpeg62627477237.png,Cracks
1324,../Dataset_new/Cracks/VA_3.0_0.8_0.5_1.0_0.84_3217595v0.jpeg1333344467400.png,Cracks
3201,../Dataset_new/Exposedbars/VA_3.0_1.0_0.5_1.0_1.5_3217882v0.jpeg3301721146841.png,Exposedbars
1162,../Dataset_new/Cracks/MS0326201709301479.jpg370497849147.png,Cracks
1424,../Dataset_new/Corrosionstain/VA0175201612041390.jpg1302318194191.png,Corrosionstain
845,../Dataset_new/Cracks/VA0574201609023039.jpg347636639606.png,Cracks
1378,../Dataset_new/Corrosionstain/VA_3.0_1.0_0.5_1.0_1.5_21442480v1.jpeg15115266439.png,Corrosionstain
2014,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217623v1.jpeg31210156119.png,Corrosionstain
1400,../Dataset_new/Corrosionstain/MS0224201801241327.jpg647552195125.png,Corrosionstain
694,../Dataset_new/Cracks/VA0181201612063160.jpg8570207767.png,Cracks
2581,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217868v2.jpeg623321579715.png,Exposedbars
955,../Dataset_new/Cracks/VA1087201609013076.jpg82144859528.png,Cracks
2336,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_3.0_7.2_3217461v0.jpeg554457216238.png,Exposedbars
1921,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3218015v0.jpeg483814263738.png,Corrosionstain
2343,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_3.0_7.2_3217461v1.jpeg599260810460.png,Exposedbars
1192,../Dataset_new/Cracks/VA0130201609271314.jpg257665630214.png,Cracks
2730,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217551v0.jpeg472249552155.png,Exposedbars
605,../Dataset_new/Cracks/VA0047201710122497.jpg412613129576.png,Cracks
941,../Dataset_new/Cracks/VA1077201606212496.jpg875427227773.png,Cracks
2079,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217814v0.jpeg105754138207.png,Corrosionstain
890,../Dataset_new/Cracks/VA0887201709062938.jpg8570283608.png,Cracks
552,../Dataset_new/Cracks/VA0001201706082940.jpg35203601795.png,Cracks
1338,../Dataset_new/Corrosionstain/VA_2.0_0.4_0.5_1.0_0.4_84140374v0.jpeg580769391153.png,Corrosionstain
3353,../Dataset_new/Spalling/VA_3.0_0.4_0.5_1.0_0.6_3217894v0.jpeg71177468822.png,Spalling
1329,../Dataset_new/Cracks/VA_3.0_1.0_0.8_1.0_1.68_3217723v1.jpeg82772370186.png,Cracks
2559,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217745v0.jpeg1162350199344.png,Exposedbars
3298,../Dataset_new/Spalling/VA_3.0_0.4_0.5_1.0_0.6_3217521v0.jpeg2058976835535.png,Spalling
378,../Dataset_new/Cracks/VA0383201611302233.jpg0645729345.png,Cracks
2889,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217923v2.jpeg65647199270.png,Exposedbars
2612,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217900v0.jpeg1008398223362.png,Exposedbars
2489,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217436v0.jpeg3626653766.png,Exposedbars
368,../Dataset_new/Cracks/VA0321201711042256.jpg73114328542.png,Cracks
293,../Dataset_new/Cracks/VA0383201611301214.jpg648141312895.png,Cracks
2157,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217953v0.jpeg352597138211.png,Corrosionstain
3101,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217640v0.jpeg61631986507.png,Exposedbars
583,../Dataset_new/Cracks/VA0021201703162918.jpg0452608220.png,Cracks
2314,../Dataset_new/Exposedbars/VA0235201710121490.jpg75382884163.png,Exposedbars
471,../Dataset_new/Cracks/VA1203201706232249.jpg0822208204.png,Cracks
2149,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217950v2.jpeg87873431177.png,Corrosionstain
1906,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217996v2.jpeg586214220204.png,Corrosionstain
860,../Dataset_new/Cracks/VA0584201605252802.jpg103610554343.png,Cracks
2339,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_3.0_7.2_3217461v0.jpeg56860106117.png,Exposedbars
655,../Dataset_new/Cracks/VA0170201612063018.jpg88332881178.png,Cracks
1300,../Dataset_new/Cracks/VA_3.0_0.6_0.5_1.0_0.9_3217635v0.jpeg137359288324.png,Cracks
1409,../Dataset_new/Corrosionstain/MS0370201710161362.jpg144855195198.png,Corrosionstain
1060,../Dataset_new/Cracks/VA1093201612132803.jpg0357670195.png,Cracks
870,../Dataset_new/Cracks/VA0598201706022649.jpg402414071759.png,Cracks
1333,../Dataset_new/Corrosionstain/VA_2.0_0.4_0.5_1.0_0.4_84140339v0.jpeg750656316155.png,Corrosionstain
2614,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217914v1.jpeg167213700371.png,Exposedbars
2312,../Dataset_new/Exposedbars/VA0235201710121353.jpg893126419786.png,Exposedbars
2958,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.01_3217840v1.jpeg609285247380.png,Exposedbars
1809,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217946v0.jpeg363278387284.png,Corrosionstain
1744,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217935v0.jpeg207189355923.png,Corrosionstain
1457,../Dataset_new/Corrosionstain/VA0235201710121441.jpg27949112467.png,Corrosionstain
2541,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217674v0.jpeg661690390102.png,Exposedbars
1662,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217827v1.jpeg665362127110.png,Corrosionstain
2131,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217945v1.jpeg1636332126123.png,Corrosionstain
2092,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217875v0.jpeg107467151102.png,Corrosionstain
3095,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217602v0.jpeg49844327458.png,Exposedbars
85,../Dataset_new/Cracks/VA_2.0_1.0_0.5_1.0_1.0_21830377v0.jpeg454983134203.png,Cracks
1270,../Dataset_new/Cracks/VA_3.0_1.0_1.0_1.0_3.0_3217721v7.jpeg70117201133.png,Cracks
3257,../Dataset_new/Spalling/VA0187201610121487.jpg742314856537.png,Spalling
3449,../Dataset_new/Spalling/VA_3.0_0.8_0.5_1.0_1.2_3217694v0.jpeg21723415261021.png,Spalling
2492,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217456v0.jpeg668374519536.png,Exposedbars
2786,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217686v1.jpeg1348331106320.png,Exposedbars
3128,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217828v1.jpeg1245101353230.png,Exposedbars
202,../Dataset_new/Cracks/VA_2.0_1.0_0.8_3.0_4.8_21830290v0.jpeg978444496103.png,Cracks
2988,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217628v2.jpeg935431072434.png,Exposedbars
2228,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.44_3217756v1.jpeg3121261417641.png,Corrosionstain
2321,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_1.0_2.4_3217864v0.jpeg6781110126160.png,Exposedbars
3045,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217854v1.jpeg6449191120181.png,Exposedbars
1135,../Dataset_new/Cracks/MS0217201710161492.jpg14136454316.png,Cracks
3299,../Dataset_new/Spalling/VA_3.0_0.4_0.5_1.0_0.6_3217522v1.jpeg15581076886742.png,Spalling
128,../Dataset_new/Cracks/VA_3.0_0.6_0.8_1.0_1.44_21442467v2.jpeg1023361777587.png,Cracks
3053,../Dataset_new/Exposedbars/VA_3.0_0.6_1.0_1.0_1.8_3217728v4.jpeg370175150260.png,Exposedbars
3165,../Dataset_new/Exposedbars/VA_3.0_0.8_0.8_1.0_1.92_3217664v6.jpeg1342071504847.png,Exposedbars
3380,../Dataset_new/Spalling/VA_3.0_0.6_0.5_1.0_0.9_3217525v3.jpeg5438781579.png,Spalling
1315,../Dataset_new/Cracks/VA_3.0_0.6_0.8_1.0_1.01_3217845v1.jpeg954735567147.png,Cracks
1607,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v3.jpeg147710288383.png,Corrosionstain
1905,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217996v0.jpeg372177136147.png,Corrosionstain
13,../Dataset_new/Cracks/VA_2.0_0.4_0.5_1.0_0.4_84140347v0.jpeg855268119514.png,Cracks
2611,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217895v0.jpeg1307783120115.png,Exposedbars
212,../Dataset_new/Cracks/MS0060201710251145.jpg1342588401531.png,Cracks
3121,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217799v0.jpeg69521288660.png,Exposedbars
628,../Dataset_new/Cracks/VA0163201612102685.jpg1248181552622.png,Cracks
277,../Dataset_new/Cracks/VA0186201604011254.jpg213482672265.png,Cracks
2246,../Dataset_new/Corrosionstain/VA_3.0_0.6_1.0_1.0_1.8_3217728v2.jpeg364291158236.png,Corrosionstain
59,../Dataset_new/Cracks/VA_2.0_0.6_0.5_1.0_0.6_84140362v0.jpeg731369259425.png,Cracks
3252,../Dataset_new/Spalling/VA0151201610111421.jpg4831079150142.png,Spalling
3020,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217666v1.jpeg867820688260.png,Exposedbars
3435,../Dataset_new/Spalling/VA_3.0_0.6_0.5_3.0_1.89_3217983v0.jpeg8268021032621.png,Spalling
1285,../Dataset_new/Cracks/VA_3.0_0.4_0.5_1.0_0.6_3217934v0.jpeg1053741198153.png,Cracks
646,../Dataset_new/Cracks/VA0170201612062700.jpg9251041039282.png,Cracks
986,../Dataset_new/Cracks/VA1089201610073099.jpg933121021145.png,Cracks
2801,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217744v0.jpeg457334801618.png,Exposedbars
3005,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217645v4.jpeg3331085379245.png,Exposedbars
1055,../Dataset_new/Cracks/VA1090201610073191.jpg62723041326.png,Cracks
507,../Dataset_new/Cracks/MS0186201801242615.jpg806203641180.png,Cracks
91,../Dataset_new/Cracks/VA_2.0_1.0_0.8_1.0_1.12_21830278v1.jpeg457186315154.png,Cracks
1670,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217859v0.jpeg3651676572.png,Corrosionstain
2366,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_5.0_12.0_3217577v1.jpeg641436450355.png,Exposedbars
432,../Dataset_new/Cracks/VA1064201705042367.jpg379580399235.png,Cracks
1851,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217706v0.jpeg6316749686.png,Corrosionstain
2071,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217758v0.jpeg240304362650.png,Corrosionstain
2896,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217949v0.jpeg291121429524.png,Exposedbars
2095,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217878v0.jpeg1584479192120.png,Corrosionstain
1431,../Dataset_new/Corrosionstain/VA0187201610121415.jpg994360216155.png,Corrosionstain
3239,../Dataset_new/Spalling/MS0224201801241327.jpg320373245257.png,Spalling
3275,../Dataset_new/Spalling/VA_3.0_1.0_1.0_1.0_2.1_3217464v1.jpeg259762205121.png,Spalling
2178,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.63_3217941v1.jpeg92758791174.png,Corrosionstain
2132,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217945v1.jpeg1419612127117.png,Corrosionstain
2846,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217865v1.jpeg948550625207.png,Exposedbars
354,../Dataset_new/Cracks/VA0236201711162248.jpg827404218328.png,Cracks
3285,../Dataset_new/Spalling/VA_3.0_0.4_0.5_1.0_0.6_3217471v1.jpeg246399335652.png,Spalling
923,../Dataset_new/Cracks/VA1061201707202663.jpg447563668637.png,Cracks
2015,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217652v0.jpeg10561090248192.png,Corrosionstain
3382,../Dataset_new/Spalling/VA_3.0_0.6_0.5_1.0_0.9_3217548v1.jpeg2756330112.png,Spalling
2328,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_1.0_2.4_3217955v1.jpeg618504297615.png,Exposedbars
3381,../Dataset_new/Spalling/VA_3.0_0.6_0.5_1.0_0.9_3217546v0.jpeg55117510204.png,Spalling
829,../Dataset_new/Cracks/VA0569201609122986.jpg5190259645.png,Cracks
1658,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217765v0.jpeg201641130118.png,Corrosionstain
2936,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.63_3217737v1.jpeg426625337908.png,Exposedbars
100,../Dataset_new/Cracks/VA_3.0_0.4_0.5_1.0_0.6_21442450v0.jpeg818410970326.png,Cracks
361,../Dataset_new/Cracks/VA0315201706082257.jpg475829237426.png,Cracks
1195,../Dataset_new/Cracks/VA0130201609271396.jpg507748652127.png,Cracks
387,../Dataset_new/Cracks/VA0383201611302325.jpg992594329151.png,Cracks
648,../Dataset_new/Cracks/VA0170201612062736.jpg710243651157.png,Cracks
3422,../Dataset_new/Spalling/VA_3.0_0.6_0.5_1.0_0.9_3217949v0.jpeg411688679401.png,Spalling
1385,../Dataset_new/Corrosionstain/MS0176201710171432.jpg72568097108.png,Corrosionstain
833,../Dataset_new/Cracks/VA0574201609022523.jpg81213110396.png,Cracks
1542,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217466v0.jpeg126630019750.png,Corrosionstain
2966,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217423v0.jpeg47926557729.png,Exposedbars
1380,../Dataset_new/Corrosionstain/VA_3.0_1.0_0.5_1.0_1.5_21442481v0.jpeg3156261484518.png,Corrosionstain
1584,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v1.jpeg295575119172.png,Corrosionstain
685,../Dataset_new/Cracks/VA0176201612062541.jpg274606122063.png,Cracks
767,../Dataset_new/Cracks/VA0377201611232694.jpg7890159882.png,Cracks
2991,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217643v1.jpeg725445694636.png,Exposedbars
166,../Dataset_new/Cracks/VA_2.0_0.8_0.5_1.0_0.8_21830327v0.jpeg64576423892.png,Cracks
3192,../Dataset_new/Exposedbars/VA_3.0_1.0_0.5_1.0_1.5_3217626v2.jpeg3331821362725.png,Exposedbars
617,../Dataset_new/Cracks/VA0146201609152560.jpg625263301302.png,Cracks
1130,../Dataset_new/Cracks/MS0217201710161446.jpg77027308415.png,Cracks
789,../Dataset_new/Cracks/VA0499201609142946.jpg703241235736.png,Cracks
873,../Dataset_new/Cracks/VA0609201604112536.jpg503642761303.png,Cracks
1467,../Dataset_new/Corrosionstain/VA0284201706271302.jpg623266220159.png,Corrosionstain
623,../Dataset_new/Cracks/VA0149201611173151.jpg498402650650.png,Cracks
1085,../Dataset_new/Cracks/MS0064201710253237.jpg744193301331.png,Cracks
1154,../Dataset_new/Cracks/MS0228201710261311.jpg497502700226.png,Cracks
3085,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217531v0.jpeg24325441732.png,Exposedbars
2367,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_10.0_24.0_3217417v0.jpeg6326914714.png,Exposedbars
684,../Dataset_new/Cracks/VA0175201612043196.jpg751931921084.png,Cracks
413,../Dataset_new/Cracks/VA1056201709292252.jpg114004661024.png,Cracks
2749,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217589v1.jpeg921401474729.png,Exposedbars
2243,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.44_3217852v1.jpeg617176112.png,Corrosionstain
3070,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_0.84_3217595v1.jpeg99292365334.png,Exposedbars
480,../Dataset_new/Cracks/VA1203201706232389.jpg895482874306.png,Cracks
1108,../Dataset_new/Cracks/MS0170201710181376.jpg456967364260.png,Cracks
2423,../Dataset_new/Exposedbars/VA_3.0_1.0_1.0_1.0_3.0_3217721v0.jpeg60322867114.png,Exposedbars
714,../Dataset_new/Cracks/VA0233201710123095.jpg1228497190518.png,Cracks
892,../Dataset_new/Cracks/VA1050201706232618.jpg807121148637.png,Cracks
2754,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217603v1.jpeg473374150140.png,Exposedbars
2133,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217945v1.jpeg129560588133.png,Corrosionstain
614,../Dataset_new/Cracks/VA0145201609152666.jpg649112471317.png,Cracks
460,../Dataset_new/Cracks/VA1096201612142439.jpg201493577.png,Cracks
898,../Dataset_new/Cracks/VA1051201706233100.jpg585289436680.png,Cracks
1152,../Dataset_new/Cracks/MS0227201710261463.jpg1072317671266.png,Cracks
2823,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217815v0.jpeg294527953368.png,Exposedbars
1083,../Dataset_new/Cracks/MS0061201710253223.jpg73124321348.png,Cracks
316,../Dataset_new/Cracks/VA1086201612121175.jpg1135385321269.png,Cracks
1369,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_3.0_2.7_21442442v1.jpeg614386111382.png,Corrosionstain
1340,../Dataset_new/Corrosionstain/VA_2.0_0.4_0.5_1.0_0.4_84140379v0.jpeg4092926775.png,Corrosionstain
1596,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v2.jpeg806327103100.png,Corrosionstain
2188,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.63_3217943v2.jpeg725471201156.png,Corrosionstain
1685,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217887v2.jpeg834114489340.png,Corrosionstain
450,../Dataset_new/Cracks/VA1093201612132406.jpg1259221444390.png,Cracks
2722,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217533v0.jpeg52138707367.png,Exposedbars
567,../Dataset_new/Cracks/VA0015201703152683.jpg8080183738.png,Cracks
307,../Dataset_new/Cracks/VA1085201612121148.jpg624126695851.png,Cracks
598,../Dataset_new/Cracks/VA0032201712173082.jpg172799664401.png,Cracks
365,../Dataset_new/Cracks/VA0315201706082397.jpg12870340725.png,Cracks
838,../Dataset_new/Cracks/VA0574201609022822.jpg6600291531.png,Cracks
753,../Dataset_new/Cracks/VA0321201711042939.jpg6900404886.png,Cracks
2269,../Dataset_new/Corrosionstain/VA_3.0_0.8_0.5_1.0_1.2_3217858v0.jpeg47560718366.png,Corrosionstain
3282,../Dataset_new/Spalling/VA_3.0_1.0_1.0_3.0_9.0_3217722v0.jpeg1309871334197.png,Spalling
2835,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217822v1.jpeg673621346119.png,Exposedbars
303,../Dataset_new/Cracks/VA0887201709061194.jpg5581010713300.png,Cracks
2372,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_10.0_24.0_3217417v0.jpeg72445287222.png,Exposedbars
1674,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217859v0.jpeg3983304332.png,Corrosionstain
249,../Dataset_new/Cracks/VA0050201710121215.jpg6764751082218.png,Cracks
2462,../Dataset_new/Exposedbars/VA_3.0_1.0_1.0_3.0_9.0_3217722v1.jpeg982111674732.png,Exposedbars
2512,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217505v0.jpeg97225312921160.png,Exposedbars
2365,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_5.0_12.0_3217577v1.jpeg162404409347.png,Exposedbars
1742,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217934v0.jpeg1851082171211.png,Corrosionstain
422,../Dataset_new/Cracks/VA1057201710062357.jpg508587810261.png,Cracks
746,../Dataset_new/Cracks/VA0318201706202626.jpg03201792238.png,Cracks
825,../Dataset_new/Cracks/VA0567201609122548.jpg4165130225.png,Cracks
1368,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_3.0_2.7_21442442v0.jpeg698263261342.png,Corrosionstain
1619,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v5.jpeg557102249202.png,Corrosionstain
3205,../Dataset_new/Exposedbars/VA_3.0_1.0_0.5_3.0_4.5_3217569v0.jpeg4572614511539.png,Exposedbars
2592,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217887v3.jpeg696703657248.png,Exposedbars
2027,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217671v0.jpeg1132421228264.png,Corrosionstain
191,../Dataset_new/Cracks/VA_2.0_1.0_0.5_1.0_0.7_21830283v1.jpeg4232889898.png,Cracks
1522,../Dataset_new/Corrosionstain/VA_3.0_1.0_1.0_1.0_3.0_3217721v2.jpeg181419198102.png,Corrosionstain
297,../Dataset_new/Cracks/VA0431201711261265.jpg4241255201008.png,Cracks
1919,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3218008v0.jpeg1044753137203.png,Corrosionstain
